x,y
0.00489116586, 0.544951857
0.00503548270, 0.508957425
0.00514116594, 0.567759155
0.00527091773, 0.523060744
0.00527091773, 0.486846006
0.00540394417, 0.556238623
0.00554032790, 0.502049014
0.00554032790, 0.467289047
0.00568015367, 0.544951857
0.00582350833, 0.502049014
0.00582350833, 0.462523816
0.00597048095, 0.544951857
0.00597048095, 0.434935729
0.00612116283, 0.502049014
0.00612116283, 0.462523816
0.00627564760, 0.544951857
0.00627564760, 0.426110348
0.00646081443, 0.502049014
0.00643403123, 0.453138638
0.00659641211, 0.413206909
0.00676289113, 0.523060744
0.00676289113, 0.481881340
0.00676289113, 0.443943897
0.00693357172, 0.408993185
0.00710855991, 0.523060744
0.00710855991, 0.481881340
0.00710855991, 0.443943897
0.00710855991, 0.384598032
0.00731830232, 0.408993185
0.00747189671, 0.502049014
0.00747189671, 0.462523816
0.00766047105, 0.426110348
0.00766047105, 0.392563631
0.00766047105, 0.369148449
0.00785380459, 0.502049014
0.00785380459, 0.462523816
0.00808553591, 0.426110348
0.00805201745, 0.384598032
0.00805201745, 0.357969926
0.00825523277, 0.481881340
0.00846357680, 0.443943897
0.00846357680, 0.408993185
0.00846357680, 0.376794065
0.00846357680, 0.350706275
0.00867717897, 0.481881340
0.00893320445, 0.443943897
0.00889617200, 0.400694210
0.00889617200, 0.369148449
0.00889617200, 0.343590013
0.00935087826, 0.462523816
0.00935087826, 0.426110348
0.00935087826, 0.392563631
0.00935087826, 0.361657973
0.00935087826, 0.333185448
0.00982882572, 0.453138638
0.00982882572, 0.417464045
0.00982882572, 0.384598032
0.00982882572, 0.354319488
0.00982882572, 0.326424705
0.0103312023, 0.443943897
0.0103312023, 0.408993185
0.0103312023, 0.376794065
0.0103312023, 0.347129909
0.0103312023, 0.319801146
0.0105919393, 0.300726017
0.0108592567, 0.434935729
0.0108592567, 0.400694210
0.0108592567, 0.369148449
0.0108592567, 0.340086216
0.0108592567, 0.313311987
0.0114143012, 0.426110348
0.0114143012, 0.392563631
0.0114143012, 0.361657973
0.0114143012, 0.333185448
0.0114143012, 0.306954502
0.0114143012, 0.288645634
0.0119977156, 0.417464045
0.0119977156, 0.384598032
0.0119977156, 0.354319488
0.0119977156, 0.326424705
0.0119977156, 0.300726017
0.0119977156, 0.282788659
0.0126109497, 0.408993185
0.0126109497, 0.376794065
0.0126109497, 0.347129909
0.0126109497, 0.319801146
0.0126109497, 0.294623916
0.0126109497, 0.277050529
0.0132555278, 0.392563631
0.0132555278, 0.361657973
0.0132555278, 0.333185448
0.0132555278, 0.306954502
0.0132555278, 0.282788659
0.0132555278, 0.265921208
0.0139330520, 0.392563631
0.0139330520, 0.361657973
0.0139330520, 0.333185448
0.0139330520, 0.306954502
0.0139330520, 0.282788659
0.0139330520, 0.263209447
0.0146452061, 0.376794065
0.0146452061, 0.347129909
0.0146452061, 0.319801146
0.0146452061, 0.294623916
0.0146452061, 0.271428833
0.0146452061, 0.255238959
0.0153937603, 0.369148449
0.0153937603, 0.340086216
0.0153937603, 0.313311987
0.0153937603, 0.288645634
0.0153937603, 0.265921208
0.0153937603, 0.247509834
0.0161805751, 0.361657973
0.0161805751, 0.333185448
0.0161805751, 0.306954502
0.0161805751, 0.282788659
0.0161805751, 0.260525339
0.0161805751, 0.242487554
0.0170076059, 0.354319488
0.0170076059, 0.326424705
0.0170076059, 0.300726017
0.0170076059, 0.277050529
0.0170076059, 0.255238959
0.0170076059, 0.237567183
0.0178769084, 0.347129909
0.0178769084, 0.319801146
0.0178769084, 0.294623916
0.0178769084, 0.271428833
0.0178769084, 0.250059847
0.0178769084, 0.230373193
0.0187906433, 0.333185448
0.0187906433, 0.306954502
0.0187906433, 0.282788659
0.0187906433, 0.260525339
0.0187906433, 0.240014761
0.0187906433, 0.223397051
0.0197510814, 0.333185448
0.0197510814, 0.306954502
0.0197510814, 0.282788659
0.0197510814, 0.260525339
0.0197510814, 0.240014761
0.0197510814, 0.221118934
0.0207606101, 0.319801146
0.0207606101, 0.294623916
0.0207606101, 0.271428833
0.0207606101, 0.250059847
0.0207606101, 0.230373193
0.0207606101, 0.212236426
0.0218217383, 0.313311987
0.0218217383, 0.288645634
0.0218217383, 0.265921208
0.0218217383, 0.244985825
0.0218217383, 0.225698637
0.0218217383, 0.207929888
0.0229371035, 0.306954502
0.0229371035, 0.282788659
0.0229371035, 0.260525339
0.0229371035, 0.240014761
0.0229371035, 0.221118934
0.0229371035, 0.203710734
0.0241094779, 0.294623916
0.0241094779, 0.271428833
0.0241094779, 0.250059847
0.0241094779, 0.230373193
0.0241094779, 0.212236426
0.0241094779, 0.195527526
0.0253417754, 0.294623916
0.0253417754, 0.271428833
0.0253417754, 0.250059847
0.0253417754, 0.230373193
0.0253417754, 0.212236426
0.0253417754, 0.195527526
0.0259813465, 0.185759226
0.0266370588, 0.282788659
0.0266370588, 0.260525339
0.0266370588, 0.240014761
0.0266370588, 0.221118934
0.0266370588, 0.203710734
0.0273093200, 0.187673043
0.0279985475, 0.277050529
0.0279985475, 0.255238959
0.0279985475, 0.235144566
0.0279985475, 0.216632159
0.0279985475, 0.199577193
0.0279985475, 0.178297143
0.0294296254, 0.271428833
0.0294296254, 0.250059847
0.0294296254, 0.230373193
0.0294296254, 0.212236426
0.0294296254, 0.195527526
0.0294296254, 0.180134080
0.0301723648, 0.171134817
0.0309338493, 0.260525339
0.0309338493, 0.240014761
0.0309338493, 0.221118934
0.0309338493, 0.203710734
0.0309338493, 0.187673043
0.0317145520, 0.172897963
0.0325149580, 0.260525339
0.0325149580, 0.240014761
0.0325149580, 0.221118934
0.0325149580, 0.203710734
0.0325149580, 0.187673043
0.0334743317, 0.172897963
0.0329227046, 0.162585145
0.0341768812, 0.250059847
0.0341768812, 0.230373193
0.0341768812, 0.212236426
0.0341768812, 0.195527526
0.0350394310, 0.180134080
0.0350394310, 0.165952526
0.0359237496, 0.244985825
0.0359237496, 0.225698637
0.0359237496, 0.207929888
0.0359237496, 0.191560032
0.0359237496, 0.157661755
0.0368303865, 0.172897963
0.0377599050, 0.240014761
0.0377599050, 0.221118934
0.0377599050, 0.203710734
0.0377599050, 0.187673043
0.0377599050, 0.159286092
0.0388740341, 0.172897963
0.0387128824, 0.151328367
0.0396899109, 0.230373193
0.0396899109, 0.212236426
0.0396899109, 0.195527526
0.0406915975, 0.180134080
0.0406915975, 0.165952526
0.0406915975, 0.152887454
0.0417185645, 0.230373193
0.0417185645, 0.212236426
0.0417185645, 0.195527526
0.0417185645, 0.143768200
0.0429494963, 0.180134080
0.0427714498, 0.162585145
0.0427714498, 0.149785180
0.0438509077, 0.221118934
0.0438509077, 0.203710734
0.0449576088, 0.187673043
0.0449576088, 0.172897963
0.0449576088, 0.159286092
0.0449576088, 0.146745854
0.0449576088, 0.137992927
0.0460922405, 0.216632159
0.0460922405, 0.199577193
0.0472555079, 0.180134080
0.0472555079, 0.165952526
0.0472555079, 0.152887454
0.0472555079, 0.140850966
0.0484481336, 0.212236426
0.0484481336, 0.195527526
0.0498776255, 0.180134080
0.0496708586, 0.162585145
0.0496708586, 0.149785180
0.0496708586, 0.137992927
0.0490556867, 0.132449651
0.0509244425, 0.203710734
0.0522096641, 0.187673043
0.0522096641, 0.172897963
0.0522096641, 0.159286092
0.0522096641, 0.146745854
0.0522096641, 0.135192880
0.0535273219, 0.203710734
0.0535273219, 0.127129052
0.0551066783, 0.187673043
0.0548782345, 0.169389651
0.0548782345, 0.156053982
0.0548782345, 0.143768200
0.0548782345, 0.132449651
0.0576832023, 0.195527526
0.0576832023, 0.180134080
0.0576832023, 0.165952526
0.0576832023, 0.152887454
0.0576832023, 0.140850966
0.0576832023, 0.129762084
0.0576832023, 0.122022185
0.0606315393, 0.187673043
0.0606315393, 0.172897963
0.0606315393, 0.159286092
0.0606315393, 0.146745854
0.0606315393, 0.135192880
0.0606315393, 0.124549447
0.0621617468, 0.117120465
0.0637305734, 0.183864926
0.0637305734, 0.169389651
0.0637305734, 0.156053982
0.0637305734, 0.143768200
0.0637305734, 0.132449651
0.0637305734, 0.122022185
0.0669880071, 0.180134080
0.0669880071, 0.165952526
0.0669880071, 0.152887454
0.0669880071, 0.140850966
0.0669880071, 0.129762084
0.0669880071, 0.119546205
0.0669880071, 0.112415651
0.0704119367, 0.172897963
0.0704119367, 0.159286092
0.0704119367, 0.146745854
0.0704119367, 0.135192880
0.0704119367, 0.124549447
0.0704119367, 0.114743947
0.0740108720, 0.172897963
0.0740108720, 0.159286092
0.0740108720, 0.146745854
0.0740108720, 0.135192880
0.0740108720, 0.124549447
0.0740108720, 0.114743947
0.0740108720, 0.107899832
0.0777937583, 0.165952526
0.0777937583, 0.152887454
0.0777937583, 0.140850966
0.0777937583, 0.129762084
0.0777937583, 0.119546205
0.0777937583, 0.110134599
0.0797571027, 0.103565418
0.0817699976, 0.162585145
0.0817699976, 0.149785180
0.0817699976, 0.137992927
0.0817699976, 0.127129052
0.0817699976, 0.117120465
0.0817699976, 0.107899832
0.0859494727, 0.159286092
0.0859494727, 0.146745854
0.0859494727, 0.135192880
0.0859494727, 0.124549447
0.0859494727, 0.114743947
0.0859494727, 0.105710412
0.0859494727, 0.0994051195
0.0903425716, 0.152887454
0.0903425716, 0.140850966
0.0903425716, 0.129762084
0.0903425716, 0.119546205
0.0903425716, 0.110134599
0.0903425716, 0.101463948
0.0926226206, 0.0954119435
0.0949602130, 0.149785180
0.0949602130, 0.137992927
0.0949602130, 0.127129052
0.0949602130, 0.117120465
0.0949602130, 0.107899832
0.0949602130, 0.0994051195
0.0998138740, 0.146745854
0.0998138740, 0.135192880
0.0998138740, 0.124549447
0.0998138740, 0.114743947
0.0998138740, 0.105710412
0.0998138740, 0.0973880673
0.102332958, 0.0915791763
0.104915618, 0.143768200
0.104915618, 0.132449651
0.104915618, 0.122022185
0.104915618, 0.112415651
0.104915618, 0.103565418
0.104915618, 0.0954119435
0.110278126, 0.140850966
0.110278126, 0.129762084
0.110278126, 0.119546205
0.110278126, 0.110134599
0.110278126, 0.101463948
0.110278126, 0.0934759178
0.110278126, 0.0879003742
0.115914725, 0.135192880
0.115914725, 0.124549447
0.115914725, 0.114743947
0.115914725, 0.105710412
0.115914725, 0.0973880673
0.115914725, 0.0897209221
0.118840159, 0.0843693522
0.121839425, 0.132449651
0.121839425, 0.122022185
0.121839425, 0.112415651
0.121839425, 0.103565418
0.121839425, 0.0954119435
0.121839425, 0.0879003742
0.128066951, 0.129762084
0.128066951, 0.119546205
0.128066951, 0.110134599
0.128066951, 0.101463948
0.128066951, 0.0934759178
0.128066951, 0.0861167674
0.131299081, 0.0809801740
0.134612783, 0.127129052
0.134612783, 0.117120465
0.134612783, 0.107899832
0.134612783, 0.0994051195
0.134612783, 0.0915791763
0.134612783, 0.0843693522
0.141493189, 0.124549447
0.141493189, 0.114743947
0.141493189, 0.105710412
0.141493189, 0.0973880673
0.141493189, 0.0897209221
0.141493189, 0.0826573942
0.141493189, 0.0777271415
0.148725270, 0.119546205
0.148725270, 0.110134599
0.148725270, 0.101463948
0.148725270, 0.0934759178
0.148725270, 0.0861167674
0.148725270, 0.0793369866
